instant,dteday,season,year,month,hour,holiday,weekday,workingday,weather situation,temp,atemp,humidity,windspeed,casual,registered,count_cr,time_of_day,windspeed_category
13648,2012-07-27,Fall,2012,Jul,20.0,0,Friday,1,Clear,0.78,0.7424,0.59,0.1045,85,269,354,Malam,Angin Ringan
13649,2012-07-27,Fall,2012,Jul,21.0,0,Friday,1,Clear,0.78,0.7424,0.59,0.1045,71,189,260,Malam,Angin Ringan
13650,2012-07-27,Fall,2012,Jul,22.0,0,Friday,1,Clear,0.78,0.7424,0.59,0.1343,48,151,199,Malam,Angin Ringan
13651,2012-07-27,Fall,2012,Jul,23.0,0,Friday,1,Clear,0.76,0.7273,0.66,0.0,34,155,189,Malam,Angin Ringan
13652,2012-07-28,Fall,2012,Jul,0.0,0,Saturday,0,Clear,0.74,0.6818,0.62,0.1343,21,170,191,Malam,Angin Ringan
13653,2012-07-28,Fall,2012,Jul,1.0,0,Saturday,0,Clear,0.72,0.6818,0.7,0.0896,11,69,80,Malam,Angin Ringan
13654,2012-07-28,Fall,2012,Jul,2.0,0,Saturday,0,Clear,0.72,0.6818,0.7,0.0,14,76,90,Malam,Angin Ringan
13655,2012-07-28,Fall,2012,Jul,3.0,0,Saturday,0,Clear,0.72,0.6818,0.7,0.0,10,33,43,Malam,Angin Ringan
13656,2012-07-28,Fall,2012,Jul,4.0,0,Saturday,0,Clear,0.7,0.6667,0.79,0.194,1,10,11,Malam,Angin Ringan
13657,2012-07-28,Fall,2012,Jul,5.0,0,Saturday,0,Clear,0.68,0.6364,0.79,0.1642,4,10,14,Malam,Angin Ringan
13658,2012-07-28,Fall,2012,Jul,6.0,0,Saturday,0,Clear,0.7,0.6515,0.7,0.1045,10,40,50,Pagi,Angin Ringan
13659,2012-07-28,Fall,2012,Jul,7.0,0,Saturday,0,Clear,0.72,0.6818,0.7,0.1343,18,58,76,Pagi,Angin Ringan
13660,2012-07-28,Fall,2012,Jul,8.0,0,Saturday,0,Clear,0.74,0.697,0.66,0.1642,36,127,163,Pagi,Angin Ringan
13661,2012-07-28,Fall,2012,Jul,9.0,0,Saturday,0,Clear,0.78,0.7424,0.59,0.1045,110,227,337,Pagi,Angin Ringan
13662,2012-07-28,Fall,2012,Jul,10.0,0,Saturday,0,Clear,0.82,0.7727,0.52,0.2239,129,266,395,Pagi,Angin Sedang
13663,2012-07-28,Fall,2012,Jul,11.0,0,Saturday,0,Clear,0.84,0.7424,0.39,0.2239,162,295,457,Pagi,Angin Sedang
13664,2012-07-28,Fall,2012,Jul,12.0,0,Saturday,0,Clear,0.84,0.7576,0.41,0.2239,157,330,487,Siang,Angin Sedang
13665,2012-07-28,Fall,2012,Jul,13.0,0,Saturday,0,Clear,0.86,0.7879,0.41,0.2836,173,325,498,Siang,Angin Sedang
13666,2012-07-28,Fall,2012,Jul,14.0,0,Saturday,0,Clear,0.86,0.7727,0.39,0.2537,186,308,494,Siang,Angin Sedang
13667,2012-07-28,Fall,2012,Jul,15.0,0,Saturday,0,Clear,0.88,0.7727,0.32,0.2836,206,291,497,Siang,Angin Sedang
13668,2012-07-28,Fall,2012,Jul,16.0,0,Saturday,0,Clear,0.86,0.7727,0.39,0.2239,208,279,487,Sore,Angin Sedang
13669,2012-07-28,Fall,2012,Jul,17.0,0,Saturday,0,Clear,0.82,0.7576,0.46,0.194,199,280,479,Sore,Angin Ringan
13670,2012-07-28,Fall,2012,Jul,18.0,0,Saturday,0,Clear,0.82,0.7424,0.43,0.2836,151,330,481,Sore,Angin Sedang
13671,2012-07-28,Fall,2012,Jul,19.0,0,Saturday,0,Clear,0.68,0.6364,0.83,0.0,115,223,338,Malam,Angin Ringan
13672,2012-07-28,Fall,2012,Jul,20.0,0,Saturday,0,Clear,0.66,0.6061,0.83,0.2239,79,154,233,Malam,Angin Sedang
13673,2012-07-28,Fall,2012,Jul,21.0,0,Saturday,0,Clear,0.66,0.6061,0.78,0.0896,94,206,300,Malam,Angin Ringan
13674,2012-07-28,Fall,2012,Jul,22.0,0,Saturday,0,Clear,0.66,0.6061,0.78,0.0896,88,188,276,Malam,Angin Ringan
13675,2012-07-28,Fall,2012,Jul,23.0,0,Saturday,0,Clear,0.66,0.6061,0.83,0.0896,52,156,208,Malam,Angin Ringan
13676,2012-07-29,Fall,2012,Jul,0.0,0,Sunday,0,Clear,0.66,0.5909,0.89,0.1343,59,129,188,Malam,Angin Ringan
13677,2012-07-29,Fall,2012,Jul,1.0,0,Sunday,0,Clear,0.66,0.6061,0.83,0.1045,49,109,158,Malam,Angin Ringan
13678,2012-07-29,Fall,2012,Jul,2.0,0,Sunday,0,Clear,0.66,0.6212,0.74,0.1343,33,79,112,Malam,Angin Ringan
13679,2012-07-29,Fall,2012,Jul,3.0,0,Sunday,0,Clear,0.66,0.6212,0.69,0.2239,18,37,55,Malam,Angin Sedang
13680,2012-07-29,Fall,2012,Jul,4.0,0,Sunday,0,Clear,0.64,0.6061,0.69,0.194,2,11,13,Malam,Angin Ringan
13681,2012-07-29,Fall,2012,Jul,5.0,0,Sunday,0,Clear,0.62,0.5909,0.78,0.194,3,14,17,Malam,Angin Ringan
13682,2012-07-29,Fall,2012,Jul,6.0,0,Sunday,0,Clear,0.64,0.6061,0.73,0.1642,6,12,18,Pagi,Angin Ringan
13683,2012-07-29,Fall,2012,Jul,7.0,0,Sunday,0,Clear,0.66,0.6212,0.69,0.2537,4,36,40,Pagi,Angin Sedang
13684,2012-07-29,Fall,2012,Jul,8.0,0,Sunday,0,Clear,0.7,0.6515,0.65,0.2239,37,90,127,Pagi,Angin Sedang
13685,2012-07-29,Fall,2012,Jul,9.0,0,Sunday,0,Clear,0.72,0.6818,0.62,0.2537,64,162,226,Pagi,Angin Sedang
13686,2012-07-29,Fall,2012,Jul,10.0,0,Sunday,0,Clear,0.74,0.6818,0.62,0.0,123,258,381,Pagi,Angin Ringan
13687,2012-07-29,Fall,2012,Jul,11.0,0,Sunday,0,Clear,0.76,0.697,0.55,0.2239,183,326,509,Pagi,Angin Sedang
13688,2012-07-29,Fall,2012,Jul,12.0,0,Sunday,0,Clear,0.76,0.697,0.55,0.3284,154,357,511,Siang,Angin Sedang
13689,2012-07-29,Fall,2012,Jul,13.0,0,Sunday,0,Clear,0.8,0.7424,0.49,0.2239,181,302,483,Siang,Angin Sedang
13690,2012-07-29,Fall,2012,Jul,14.0,0,Sunday,0,Clear,0.8,0.7273,0.46,0.194,231,291,522,Siang,Angin Ringan
13691,2012-07-29,Fall,2012,Jul,15.0,0,Sunday,0,Clear,0.8,0.7273,0.43,0.1343,195,306,501,Siang,Angin Ringan
13692,2012-07-29,Fall,2012,Jul,16.0,0,Sunday,0,Clear,0.8,0.7273,0.43,0.1343,191,330,521,Sore,Angin Ringan
13693,2012-07-29,Fall,2012,Jul,17.0,0,Sunday,0,Clear,0.82,0.7424,0.41,0.1642,164,367,531,Sore,Angin Ringan
13694,2012-07-29,Fall,2012,Jul,18.0,0,Sunday,0,Clear,0.8,0.7121,0.41,0.2985,117,302,419,Sore,Angin Sedang
13695,2012-07-29,Fall,2012,Jul,19.0,0,Sunday,0,Clear,0.76,0.697,0.55,0.1642,143,300,443,Malam,Angin Ringan
13696,2012-07-29,Fall,2012,Jul,20.0,0,Sunday,0,Clear,0.74,0.697,0.66,0.1045,75,228,303,Malam,Angin Ringan
13697,2012-07-29,Fall,2012,Jul,21.0,0,Sunday,0,Clear,0.72,0.6818,0.7,0.1343,72,199,271,Malam,Angin Ringan
13698,2012-07-29,Fall,2012,Jul,22.0,0,Sunday,0,Clear,0.7,0.6515,0.7,0.1045,31,117,148,Malam,Angin Ringan
13699,2012-07-29,Fall,2012,Jul,23.0,0,Sunday,0,Clear,0.7,0.6515,0.7,0.0,18,82,100,Malam,Angin Ringan
13700,2012-07-30,Fall,2012,Jul,0.0,0,Monday,1,Clear,0.7,0.6667,0.74,0.0896,12,46,58,Malam,Angin Ringan
13701,2012-07-30,Fall,2012,Jul,1.0,0,Monday,1,Clear,0.7,0.6667,0.74,0.0,4,15,19,Malam,Angin Ringan
13702,2012-07-30,Fall,2012,Jul,2.0,0,Monday,1,Clear,0.68,0.6364,0.74,0.0,2,6,8,Malam,Angin Ringan
13703,2012-07-30,Fall,2012,Jul,3.0,0,Monday,1,Clear,0.66,0.6061,0.83,0.0,0,3,3,Malam,Angin Ringan
13704,2012-07-30,Fall,2012,Jul,4.0,0,Monday,1,Clear,0.66,0.6061,0.83,0.0,0,5,5,Malam,Angin Ringan
13705,2012-07-30,Fall,2012,Jul,5.0,0,Monday,1,Clear,0.66,0.6061,0.83,0.1045,4,43,47,Malam,Angin Ringan
13706,2012-07-30,Fall,2012,Jul,6.0,0,Monday,1,Clear,0.66,0.6061,0.83,0.1642,6,155,161,Pagi,Angin Ringan
13707,2012-07-30,Fall,2012,Jul,7.0,0,Monday,1,Clear,0.7,0.6667,0.79,0.0896,14,455,469,Pagi,Angin Ringan
13708,2012-07-30,Fall,2012,Jul,8.0,0,Monday,1,Misty,0.72,0.697,0.74,0.1045,31,720,751,Pagi,Angin Ringan
13709,2012-07-30,Fall,2012,Jul,9.0,0,Monday,1,Misty,0.74,0.697,0.7,0.0,34,259,293,Pagi,Angin Ringan
13710,2012-07-30,Fall,2012,Jul,10.0,0,Monday,1,Misty,0.74,0.697,0.66,0.2239,54,135,189,Pagi,Angin Sedang
13711,2012-07-30,Fall,2012,Jul,11.0,0,Monday,1,Misty,0.78,0.7273,0.55,0.1343,69,146,215,Pagi,Angin Ringan
13712,2012-07-30,Fall,2012,Jul,12.0,0,Monday,1,Misty,0.76,0.7121,0.58,0.1045,77,201,278,Siang,Angin Ringan
13713,2012-07-30,Fall,2012,Jul,13.0,0,Monday,1,Clear,0.8,0.7424,0.49,0.1642,57,169,226,Siang,Angin Ringan
13714,2012-07-30,Fall,2012,Jul,14.0,0,Monday,1,Clear,0.8,0.7424,0.49,0.2239,87,167,254,Siang,Angin Sedang
13715,2012-07-30,Fall,2012,Jul,15.0,0,Monday,1,Clear,0.8,0.7424,0.49,0.2537,51,185,236,Siang,Angin Sedang
13716,2012-07-30,Fall,2012,Jul,16.0,0,Monday,1,Clear,0.8,0.7424,0.49,0.2836,88,337,425,Sore,Angin Sedang
13717,2012-07-30,Fall,2012,Jul,17.0,0,Monday,1,Clear,0.76,0.697,0.55,0.3284,62,765,827,Sore,Angin Sedang
13718,2012-07-30,Fall,2012,Jul,18.0,0,Monday,1,Clear,0.76,0.7121,0.58,0.4179,77,735,812,Sore,Angin Kencang
13719,2012-07-30,Fall,2012,Jul,19.0,0,Monday,1,Clear,0.82,0.7727,0.52,0.1642,81,584,665,Malam,Angin Ringan
13720,2012-07-30,Fall,2012,Jul,20.0,0,Monday,1,Clear,0.72,0.6818,0.7,0.2239,78,384,462,Malam,Angin Sedang
13721,2012-07-30,Fall,2012,Jul,21.0,0,Monday,1,Clear,0.72,0.6818,0.7,0.194,71,251,322,Malam,Angin Ringan
13722,2012-07-30,Fall,2012,Jul,22.0,0,Monday,1,Misty,0.7,0.6667,0.74,0.2239,47,183,230,Malam,Angin Sedang
13723,2012-07-30,Fall,2012,Jul,23.0,0,Monday,1,Clear,0.7,0.6667,0.74,0.194,34,116,150,Malam,Angin Ringan
13724,2012-07-31,Fall,2012,Jul,0.0,0,Tuesday,1,Clear,0.68,0.6364,0.79,0.1343,11,27,38,Malam,Angin Ringan
13725,2012-07-31,Fall,2012,Jul,1.0,0,Tuesday,1,Clear,0.66,0.6061,0.83,0.1343,3,18,21,Malam,Angin Ringan
13726,2012-07-31,Fall,2012,Jul,2.0,0,Tuesday,1,Clear,0.66,0.6061,0.83,0.1343,0,8,8,Malam,Angin Ringan
13727,2012-07-31,Fall,2012,Jul,3.0,0,Tuesday,1,Clear,0.66,0.6061,0.83,0.0896,1,5,6,Malam,Angin Ringan
13728,2012-07-31,Fall,2012,Jul,4.0,0,Tuesday,1,Clear,0.66,0.6061,0.83,0.0896,0,6,6,Malam,Angin Ringan
13729,2012-07-31,Fall,2012,Jul,5.0,0,Tuesday,1,Clear,0.66,0.6061,0.83,0.1642,5,40,45,Malam,Angin Ringan
13730,2012-07-31,Fall,2012,Jul,6.0,0,Tuesday,1,Clear,0.64,0.5758,0.89,0.1642,2,192,194,Pagi,Angin Ringan
13731,2012-07-31,Fall,2012,Jul,7.0,0,Tuesday,1,Clear,0.68,0.6364,0.83,0.2239,21,492,513,Pagi,Angin Sedang
13732,2012-07-31,Fall,2012,Jul,8.0,0,Tuesday,1,Clear,0.7,0.6667,0.79,0.1343,30,730,760,Pagi,Angin Ringan
13733,2012-07-31,Fall,2012,Jul,9.0,0,Tuesday,1,Clear,0.72,0.6818,0.7,0.1045,31,302,333,Pagi,Angin Ringan
13734,2012-07-31,Fall,2012,Jul,10.0,0,Tuesday,1,Clear,0.72,0.6818,0.66,0.0,73,154,227,Pagi,Angin Ringan
13735,2012-07-31,Fall,2012,Jul,11.0,0,Tuesday,1,Clear,0.76,0.7121,0.58,0.0,54,170,224,Pagi,Angin Ringan
13736,2012-07-31,Fall,2012,Jul,12.0,0,Tuesday,1,Clear,0.8,0.7273,0.46,0.0,50,198,248,Siang,Angin Ringan
13737,2012-07-31,Fall,2012,Jul,13.0,0,Tuesday,1,Clear,0.8,0.7576,0.55,0.2836,69,219,288,Siang,Angin Sedang
13738,2012-07-31,Fall,2012,Jul,14.0,0,Tuesday,1,Clear,0.8,0.7576,0.55,0.2836,72,188,260,Siang,Angin Sedang
13739,2012-07-31,Fall,2012,Jul,15.0,0,Tuesday,1,Clear,0.76,0.7121,0.62,0.1343,29,115,144,Siang,Angin Ringan
13740,2012-07-31,Fall,2012,Jul,16.0,0,Tuesday,1,Clear,0.76,0.7121,0.58,0.2239,66,336,402,Sore,Angin Sedang
13741,2012-07-31,Fall,2012,Jul,17.0,0,Tuesday,1,Clear,0.78,0.7121,0.52,0.2239,94,726,820,Sore,Angin Sedang
13742,2012-07-31,Fall,2012,Jul,18.0,0,Tuesday,1,Clear,0.76,0.697,0.55,0.2836,99,758,857,Sore,Angin Sedang
13743,2012-07-31,Fall,2012,Jul,19.0,0,Tuesday,1,Light_rainsnow,0.74,0.6818,0.62,0.3582,90,524,614,Malam,Angin Kencang
13744,2012-07-31,Fall,2012,Jul,20.0,0,Tuesday,1,Light_rainsnow,0.7,0.6515,0.7,0.194,55,397,452,Malam,Angin Ringan
13745,2012-07-31,Fall,2012,Jul,21.0,0,Tuesday,1,Clear,0.68,0.6364,0.79,0.194,60,292,352,Malam,Angin Ringan
13746,2012-07-31,Fall,2012,Jul,22.0,0,Tuesday,1,Clear,0.68,0.6364,0.74,0.2537,33,224,257,Malam,Angin Sedang
13747,2012-07-31,Fall,2012,Jul,23.0,0,Tuesday,1,Misty,0.66,0.6061,0.83,0.1642,20,127,147,Malam,Angin Ringan
13748,2012-08-01,Fall,2012,Aug,0.0,0,Wednesday,1,Clear,0.68,0.6364,0.79,0.1642,3,44,47,Malam,Angin Ringan
13749,2012-08-01,Fall,2012,Aug,1.0,0,Wednesday,1,Clear,0.66,0.6061,0.83,0.0896,5,28,33,Malam,Angin Ringan
13750,2012-08-01,Fall,2012,Aug,2.0,0,Wednesday,1,Clear,0.64,0.5758,0.83,0.1045,0,13,13,Malam,Angin Ringan
13751,2012-08-01,Fall,2012,Aug,3.0,0,Wednesday,1,Clear,0.64,0.5758,0.83,0.1045,0,7,7,Malam,Angin Ringan
13752,2012-08-01,Fall,2012,Aug,4.0,0,Wednesday,1,Misty,0.64,0.5909,0.78,0.1343,1,3,4,Malam,Angin Ringan
13753,2012-08-01,Fall,2012,Aug,5.0,0,Wednesday,1,Misty,0.64,0.5909,0.78,0.1343,3,46,49,Malam,Angin Ringan
13754,2012-08-01,Fall,2012,Aug,6.0,0,Wednesday,1,Clear,0.64,0.5909,0.78,0.1343,6,179,185,Pagi,Angin Ringan
13755,2012-08-01,Fall,2012,Aug,7.0,0,Wednesday,1,Misty,0.64,0.5758,0.83,0.1343,19,468,487,Pagi,Angin Ringan
13756,2012-08-01,Fall,2012,Aug,8.0,0,Wednesday,1,Misty,0.66,0.6061,0.78,0.194,32,649,681,Pagi,Angin Ringan
13757,2012-08-01,Fall,2012,Aug,9.0,0,Wednesday,1,Misty,0.68,0.6364,0.74,0.0896,34,316,350,Pagi,Angin Ringan
13758,2012-08-01,Fall,2012,Aug,10.0,0,Wednesday,1,Clear,0.72,0.6818,0.66,0.0896,61,175,236,Pagi,Angin Ringan
13759,2012-08-01,Fall,2012,Aug,11.0,0,Wednesday,1,Clear,0.76,0.7121,0.58,0.0896,54,180,234,Pagi,Angin Ringan
13760,2012-08-01,Fall,2012,Aug,12.0,0,Wednesday,1,Clear,0.8,0.7424,0.49,0.1045,75,209,284,Siang,Angin Ringan
13761,2012-08-01,Fall,2012,Aug,13.0,0,Wednesday,1,Clear,0.8,0.7424,0.52,0.1642,59,221,280,Siang,Angin Ringan
13762,2012-08-01,Fall,2012,Aug,14.0,0,Wednesday,1,Clear,0.82,0.7576,0.46,0.1642,88,175,263,Siang,Angin Ringan
13763,2012-08-01,Fall,2012,Aug,15.0,0,Wednesday,1,Clear,0.82,0.7576,0.46,0.1642,89,206,295,Siang,Angin Ringan
13764,2012-08-01,Fall,2012,Aug,16.0,0,Wednesday,1,Clear,0.8,0.7576,0.55,0.2836,93,386,479,Sore,Angin Sedang
13765,2012-08-01,Fall,2012,Aug,17.0,0,Wednesday,1,Clear,0.8,0.7424,0.49,0.1642,103,734,837,Sore,Angin Ringan
13766,2012-08-01,Fall,2012,Aug,18.0,0,Wednesday,1,Light_rainsnow,0.76,0.7121,0.62,0.2239,105,786,891,Sore,Angin Sedang
13767,2012-08-01,Fall,2012,Aug,19.0,0,Wednesday,1,Clear,0.74,0.697,0.66,0.2537,88,564,652,Malam,Angin Sedang
13768,2012-08-01,Fall,2012,Aug,20.0,0,Wednesday,1,Clear,0.74,0.697,0.66,0.1642,65,448,513,Malam,Angin Ringan
13769,2012-08-01,Fall,2012,Aug,21.0,0,Wednesday,1,Clear,0.72,0.6818,0.7,0.1343,36,284,320,Malam,Angin Ringan
13770,2012-08-01,Fall,2012,Aug,22.0,0,Wednesday,1,Clear,0.72,0.6818,0.7,0.1045,37,251,288,Malam,Angin Ringan
13771,2012-08-01,Fall,2012,Aug,23.0,0,Wednesday,1,Clear,0.7,0.6667,0.74,0.0,18,134,152,Malam,Angin Ringan
13772,2012-08-02,Fall,2012,Aug,0.0,0,Thursday,1,Clear,0.7,0.6667,0.74,0.0,8,55,63,Malam,Angin Ringan
13773,2012-08-02,Fall,2012,Aug,1.0,0,Thursday,1,Clear,0.68,0.6364,0.79,0.1045,6,36,42,Malam,Angin Ringan
13774,2012-08-02,Fall,2012,Aug,2.0,0,Thursday,1,Clear,0.66,0.6061,0.83,0.0896,3,8,11,Malam,Angin Ringan
13775,2012-08-02,Fall,2012,Aug,3.0,0,Thursday,1,Clear,0.66,0.6061,0.83,0.0,0,6,6,Malam,Angin Ringan
13776,2012-08-02,Fall,2012,Aug,4.0,0,Thursday,1,Clear,0.66,0.6061,0.83,0.0,0,9,9,Malam,Angin Ringan
13777,2012-08-02,Fall,2012,Aug,5.0,0,Thursday,1,Clear,0.66,0.5909,0.89,0.1343,4,37,41,Malam,Angin Ringan
13778,2012-08-02,Fall,2012,Aug,6.0,0,Thursday,1,Clear,0.66,0.6061,0.83,0.0,6,177,183,Pagi,Angin Ringan
13779,2012-08-02,Fall,2012,Aug,7.0,0,Thursday,1,Clear,0.7,0.6667,0.79,0.0,21,452,473,Pagi,Angin Ringan
13780,2012-08-02,Fall,2012,Aug,8.0,0,Thursday,1,Clear,0.72,0.697,0.74,0.1045,21,718,739,Pagi,Angin Ringan
13781,2012-08-02,Fall,2012,Aug,9.0,0,Thursday,1,Clear,0.76,0.7273,0.66,0.1045,31,312,343,Pagi,Angin Ringan
13782,2012-08-02,Fall,2012,Aug,10.0,0,Thursday,1,Clear,0.8,0.7576,0.55,0.0,51,130,181,Pagi,Angin Ringan
13783,2012-08-02,Fall,2012,Aug,11.0,0,Thursday,1,Clear,0.82,0.7727,0.52,0.1045,59,167,226,Pagi,Angin Ringan
13784,2012-08-02,Fall,2012,Aug,12.0,0,Thursday,1,Clear,0.84,0.7576,0.44,0.1343,56,230,286,Siang,Angin Ringan
13785,2012-08-02,Fall,2012,Aug,13.0,0,Thursday,1,Clear,0.86,0.7879,0.44,0.2239,98,212,310,Siang,Angin Sedang
13786,2012-08-02,Fall,2012,Aug,14.0,0,Thursday,1,Clear,0.86,0.7879,0.41,0.1343,54,171,225,Siang,Angin Ringan
13787,2012-08-02,Fall,2012,Aug,15.0,0,Thursday,1,Clear,0.78,0.7424,0.62,0.4627,68,202,270,Siang,Angin Kencang
13788,2012-08-02,Fall,2012,Aug,16.0,0,Thursday,1,Clear,0.82,0.7576,0.46,0.194,71,335,406,Sore,Angin Ringan
13789,2012-08-02,Fall,2012,Aug,17.0,0,Thursday,1,Clear,0.82,0.7727,0.52,0.2537,90,775,865,Sore,Angin Sedang
13790,2012-08-02,Fall,2012,Aug,18.0,0,Thursday,1,Clear,0.8,0.7727,0.59,0.2239,86,681,767,Sore,Angin Sedang
13791,2012-08-02,Fall,2012,Aug,19.0,0,Thursday,1,Clear,0.8,0.7879,0.63,0.1642,98,509,607,Malam,Angin Ringan
13792,2012-08-02,Fall,2012,Aug,20.0,0,Thursday,1,Clear,0.78,0.7576,0.66,0.0,51,376,427,Malam,Angin Ringan
13793,2012-08-02,Fall,2012,Aug,21.0,0,Thursday,1,Clear,0.76,0.7273,0.66,0.2239,41,301,342,Malam,Angin Sedang
13794,2012-08-02,Fall,2012,Aug,22.0,0,Thursday,1,Clear,0.74,0.697,0.7,0.194,35,227,262,Malam,Angin Ringan
13795,2012-08-02,Fall,2012,Aug,23.0,0,Thursday,1,Clear,0.72,0.6818,0.7,0.2537,25,152,177,Malam,Angin Sedang
13796,2012-08-03,Fall,2012,Aug,0.0,0,Friday,1,Clear,0.72,0.6818,0.7,0.194,15,56,71,Malam,Angin Ringan
13797,2012-08-03,Fall,2012,Aug,1.0,0,Friday,1,Clear,0.7,0.6667,0.74,0.194,11,32,43,Malam,Angin Ringan
13798,2012-08-03,Fall,2012,Aug,2.0,0,Friday,1,Clear,0.68,0.6364,0.79,0.2239,0,14,14,Malam,Angin Sedang
13799,2012-08-03,Fall,2012,Aug,3.0,0,Friday,1,Clear,0.68,0.6364,0.79,0.2239,1,5,6,Malam,Angin Sedang
13800,2012-08-03,Fall,2012,Aug,4.0,0,Friday,1,Clear,0.66,0.6061,0.83,0.2537,1,11,12,Malam,Angin Sedang
13801,2012-08-03,Fall,2012,Aug,5.0,0,Friday,1,Clear,0.66,0.6061,0.83,0.1642,2,35,37,Malam,Angin Ringan
13802,2012-08-03,Fall,2012,Aug,6.0,0,Friday,1,Clear,0.66,0.6061,0.83,0.2239,5,158,163,Pagi,Angin Sedang
13803,2012-08-03,Fall,2012,Aug,7.0,0,Friday,1,Clear,0.7,0.6667,0.74,0.1045,25,396,421,Pagi,Angin Ringan
13804,2012-08-03,Fall,2012,Aug,8.0,0,Friday,1,Clear,0.72,0.6818,0.7,0.1343,32,636,668,Pagi,Angin Ringan
13805,2012-08-03,Fall,2012,Aug,9.0,0,Friday,1,Misty,0.74,0.697,0.66,0.1045,69,327,396,Pagi,Angin Ringan
13806,2012-08-03,Fall,2012,Aug,10.0,0,Friday,1,Misty,0.8,0.7424,0.52,0.194,82,167,249,Pagi,Angin Ringan
13807,2012-08-03,Fall,2012,Aug,11.0,0,Friday,1,Misty,0.84,0.7879,0.49,0.2836,77,186,263,Pagi,Angin Sedang
13808,2012-08-03,Fall,2012,Aug,12.0,0,Friday,1,Misty,0.86,0.8182,0.5,0.2985,95,243,338,Siang,Angin Sedang
13809,2012-08-03,Fall,2012,Aug,13.0,0,Friday,1,Misty,0.86,0.803,0.47,0.2836,98,247,345,Siang,Angin Sedang
13810,2012-08-03,Fall,2012,Aug,14.0,0,Friday,1,Misty,0.86,0.7879,0.44,0.2537,102,229,331,Siang,Angin Sedang
13811,2012-08-03,Fall,2012,Aug,15.0,0,Friday,1,Clear,0.88,0.8182,0.42,0.2537,112,268,380,Siang,Angin Sedang
13812,2012-08-03,Fall,2012,Aug,16.0,0,Friday,1,Misty,0.86,0.7879,0.41,0.2239,112,380,492,Sore,Angin Sedang
13813,2012-08-03,Fall,2012,Aug,17.0,0,Friday,1,Misty,0.84,0.803,0.53,0.2836,95,646,741,Sore,Angin Sedang
13814,2012-08-03,Fall,2012,Aug,18.0,0,Friday,1,Misty,0.82,0.803,0.59,0.2537,98,573,671,Sore,Angin Sedang
13815,2012-08-03,Fall,2012,Aug,19.0,0,Friday,1,Misty,0.8,0.7879,0.63,0.2239,81,388,469,Malam,Angin Sedang
13816,2012-08-03,Fall,2012,Aug,20.0,0,Friday,1,Misty,0.78,0.7576,0.66,0.2239,89,300,389,Malam,Angin Sedang
13817,2012-08-03,Fall,2012,Aug,21.0,0,Friday,1,Misty,0.76,0.7273,0.66,0.194,54,224,278,Malam,Angin Ringan
13818,2012-08-03,Fall,2012,Aug,22.0,0,Friday,1,Clear,0.76,0.7273,0.7,0.2537,46,156,202,Malam,Angin Sedang
13819,2012-08-03,Fall,2012,Aug,23.0,0,Friday,1,Clear,0.74,0.7121,0.79,0.1343,26,170,196,Malam,Angin Ringan
13820,2012-08-04,Fall,2012,Aug,0.0,0,Saturday,0,Clear,0.74,0.7121,0.79,0.1642,24,137,161,Malam,Angin Ringan
13821,2012-08-04,Fall,2012,Aug,1.0,0,Saturday,0,Clear,0.72,0.7121,0.84,0.194,23,99,122,Malam,Angin Ringan
13822,2012-08-04,Fall,2012,Aug,2.0,0,Saturday,0,Clear,0.72,0.7121,0.84,0.1343,20,64,84,Malam,Angin Ringan
13823,2012-08-04,Fall,2012,Aug,3.0,0,Saturday,0,Clear,0.72,0.7121,0.84,0.1343,11,19,30,Malam,Angin Ringan
13824,2012-08-04,Fall,2012,Aug,4.0,0,Saturday,0,Clear,0.72,0.697,0.79,0.194,2,11,13,Malam,Angin Ringan
13825,2012-08-04,Fall,2012,Aug,5.0,0,Saturday,0,Clear,0.7,0.6667,0.84,0.2239,1,16,17,Malam,Angin Sedang
13826,2012-08-04,Fall,2012,Aug,6.0,0,Saturday,0,Clear,0.7,0.6667,0.84,0.2239,12,37,49,Pagi,Angin Sedang
13827,2012-08-04,Fall,2012,Aug,7.0,0,Saturday,0,Clear,0.72,0.697,0.77,0.1642,18,49,67,Pagi,Angin Ringan
13828,2012-08-04,Fall,2012,Aug,8.0,0,Saturday,0,Clear,0.74,0.7273,0.72,0.194,49,132,181,Pagi,Angin Ringan
13829,2012-08-04,Fall,2012,Aug,9.0,0,Saturday,0,Clear,0.78,0.7576,0.65,0.2239,61,217,278,Pagi,Angin Sedang
13830,2012-08-04,Fall,2012,Aug,10.0,0,Saturday,0,Clear,0.82,0.7727,0.57,0.194,108,288,396,Pagi,Angin Ringan
13831,2012-08-04,Fall,2012,Aug,11.0,0,Saturday,0,Clear,0.86,0.803,0.47,0.2537,155,315,470,Pagi,Angin Sedang
13832,2012-08-04,Fall,2012,Aug,12.0,0,Saturday,0,Clear,0.86,0.7879,0.4,0.3582,222,325,547,Siang,Angin Kencang
13833,2012-08-04,Fall,2012,Aug,13.0,0,Saturday,0,Clear,0.88,0.8182,0.42,0.2985,195,332,527,Siang,Angin Sedang
13834,2012-08-04,Fall,2012,Aug,14.0,0,Saturday,0,Clear,0.88,0.803,0.4,0.3881,183,289,472,Siang,Angin Kencang
13835,2012-08-04,Fall,2012,Aug,15.0,0,Saturday,0,Clear,0.88,0.8182,0.42,0.4179,205,284,489,Siang,Angin Kencang
